,q1,q2,is_duplicate
6700,What was the name of the long-term project in the United States on human colonization of Antarctica?,Where was the United States Antarctic Program in 2012?,1
6142,How many kilobytes of data are there on the Earth's surface?,How many bytes of data does the earth contain?,1
793,What is one feature of Nigerian cuisine?,How do Nigerians cook their food?,1
7075,What did the Spanish take from the French during the War of Independence?,In which war did the Spanish take from the French?,1
6956,How much money did The Sun think the Cubs could make off of the trade with the Cubs?,What was the name of the rooster in the nursery rhyme?,0
4147,What does the letter Y stand for?,What is the national religion of India?,0
6441,What is the name of the only planet that is not in the solar system?,What is the name of the person who is not a member of the governing body of the University?,0
449,What does the adjective agglomerate refer to?,What does the letter O stand for?,0
785,What is the only metric unit of length in the metric system?,What type of food is couscous?,0
952,What type of fruit is an apricot?,What is a group of organisms that has a single dominant DNA chromosome?,0
6095,What did the Nazis want to destroy?,What is the name of the drug used to cause temporary blindness in people with an eye disease?,0
7884,"How many times is the word ""dialect"" used in the poem?",How many 'worlds' did John Milton write?,1
7288,Why are so many people excited about the Olympics?,What did the king do to the ogre?,0
4682,What is the name of the game in which a group of people try to deduce the answer to a cryptic question?,How many ninjas did Naruto have?,0
2780,What is a random long question?,What is a random long question?,1
438,What is the name of the long story in the bible about Noah?,Which book of the bible is about a family that was exiled and rebuilt?,1
1678,What is the name of the fictional character that tries to convince people that it's okay to eat things you shouldn't?,What is a random question?,0
3452,What was the name of the ship on which the Titanic sank?,Where does the cruise liner RMS Queen Elizabeth II dock in Southampton?,1
3487,What is the name of the city in which the film begins?,In which city did the original show take place?,1
2144,What type of animal is a chameleon?,What is the name for a mixture of elements?,0
6610,Where did the hippopotamus get its color from?,How did the hippopotamus get its color?,1
6923,What is the currency of Switzerland?,What do humans and monkeys call each other?,0
6189,What is a name for a random fact?,What does a twitch reflex involve?,0
3268,Which country has the second largest navy?,What is the name of the German submarine that sank the USS Maine in April 1915?,0
3749,What's another word for a resemblance?,How many people were on the Titanic?,0
3517,What is the longest word in the English language?,What is the longest word in the English language?,1
4184,"What is the name of the 'new', improved, and more efficient, way to deliver a broadcast signal?",What does DAB mean?,1
5084,What kind of a question is this?,"How would you describe ""Niobe""?",1
7758,What was the original name of the first motorized bicycle?,What is the name of the first motorized bicycle?,1
1849,What is the meaning of the word 'odometer'?,How many people were in the Greek Parliament?,0
1495,What type of creature is a katydid?,What did the Romans call the city of Rome?,0
6842,Where did he go?,What was the name of the famous opera?,0
3754,What was John F. Kennedy's profession?,what was john f kennedy profession?,1
3249,"What is the name of the Chinese philosopher, mathematician and scientist who lived from 769 to 879?",Who wrote the article that triggered the public discussion about the use of a Chinese language?,1
4279,What is the most common element found in Earth's crust?,What is the name of the character played by Graeme Garden in the TV series Red Dwarf?,0
